Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
KM369445	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369446	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369447	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369448	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369449	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369450	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369451	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369452	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369453	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369454	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369455	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369456	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369457	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369458	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369459	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369460	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369461	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369462	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369463	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369464	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369465	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369466	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369467	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369468	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369469	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369470	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369471	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369472	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369473	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369474	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369477	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369475	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369476	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369478	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369479	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369480	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369481	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369639	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369664	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369482	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369484	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369485	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369557	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369622	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369486	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369487	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369488	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369489	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369490	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369491	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369492	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369493	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369494	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369495	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369496	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369497	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369498	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369499	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369661	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369500	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369501	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369502	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369503	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369504	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369505	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369506	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369507	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369508	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369509	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369510	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369511	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369512	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369513	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369514	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369516	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369515	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369517	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369518	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369520	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369521	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369522	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369523	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369524	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369585	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369621	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369662	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369525	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369526	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369527	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369528	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369529	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369530	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369531	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369532	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369537	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369562	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369533	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369534	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369535	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369536	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369563	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369538	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369539	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369540	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369541	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369542	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369543	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369544	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369545	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369546	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369547	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369548	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369549	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369550	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369551	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369552	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369553	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369554	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369555	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369556	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369560	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369558	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369559	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369561	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369564	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369565	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369566	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369567	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369569	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369570	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369572	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369574	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369568	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369573	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369575	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369576	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369577	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369578	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369579	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369580	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369581	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369582	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369584	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369586	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369587	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369588	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369589	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369590	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369591	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369592	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369593	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369594	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369595	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369596	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369597	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369598	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369599	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369600	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369601	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369602	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369603	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369604	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369605	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369606	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369607	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369608	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369609	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369610	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369611	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369612	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369613	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369614	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369615	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369616	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369617	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369618	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369619	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369620	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369625	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369626	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369627	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369628	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369629	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369630	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369660	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369631	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369632	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369633	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369634	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369635	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369636	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369637	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369638	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369640	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369641	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369642	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369643	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369644	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369652	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369645	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369647	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369648	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369649	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369650	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
KM369653	Usnea sp.	Trebouxia 	 	New Zealand	Buckley	PeerJ 2, E573 (2014)	25250218	Trebouxia	ITS	150102
