Accession,Group,Representative,Host,Species,Clade,Strain,Location,Author,Reference,Pubmed,Gene,Date
"HM447572","Group 003","REDUNDANT","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447573","UNIQUE","IN TREE","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447574","UNIQUE","IN TREE","Free-living","Ulva flexuosa subsp. flexuosa",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447575","Group 045","IN TREE","Free-living","Ulva flexuosa",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447576","Group 003","REDUNDANT","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447577","Group 003","REDUNDANT","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447578","Group 003","REDUNDANT","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM454268","UNIQUE","IN TREE","Free-living","Ulva fasciata",""," "," ","Baghel","Unpublished"," ","rbcL","131021"
"HM454269","UNIQUE","IN TREE","Free-living","Ulva taeniata",""," "," ","Baghel","Unpublished"," ","rbcL","131021"
"HM572265","UNIQUE","IN TREE","Free-living","Enteromorpha ovata",""," "," ","Bijo","Unpublished"," ","rbcL","131021"
"HM584749","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584750","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584751","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584752","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584753","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584754","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584755","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584756","UNIQUE","IN TREE","Free-living","Ulva compressa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584757","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584758","Group 036","REDUNDANT","Free-living","Ulva compressa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584759","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584760","Group 142","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584761","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584762","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584763","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584764","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584765","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584766","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584767","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584768","Group 036","REDUNDANT","Free-living","Ulva compressa",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584769","Group 001","REDUNDANT","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM584770","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Duan","J. Appl. Phycol. (2011) In press"," ","rbcL","131021"
"HM754403","UNIQUE","IN TREE","Free-living","Chlamydomonas palmellomoewusii","","LCR-CG1"," ","Novis","Unpublished"," ","rbcL","131021"
"HM754409","UNIQUE","IN TREE","Free-living","Chlorochiton orbicularis","","LCR-CG9"," ","Novis","Unpublished"," ","rbcL","131021"
"HM754410","UNIQUE","IN TREE","Free-living","Achoma brachiatum","","LCR-CG11"," ","Novis","Unpublished"," ","rbcL","131021"
"HM770956","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","UT8-26"," ","McManus","Unpublished"," ","rbcL","131021"
"HM770957","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","HKN28"," ","McManus","Unpublished"," ","rbcL","131021"
"HM770958","Group 088","IN TREE","Free-living","Pseudomuriella engadinensis","","UTEX 57"," ","McManus","Unpublished"," ","rbcL","131021"
"HM770959","Group 088","REDUNDANT","Free-living","Pseudomuriella engadinensis","","UTEX 58"," ","McManus","Unpublished"," ","rbcL","131021"
"HM770960","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","BCP-CNP1VF1"," ","McManus","Unpublished"," ","rbcL","131021"
"HM770961","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.",""," "," ","McManus","Unpublished"," ","rbcL","131021"
"HM852434","UNIQUE","IN TREE","Free-living","Pseudomuriella schumacherensis","","UTEX 2252"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HM852436","UNIQUE","IN TREE","Free-living","Dictyococcus sp.","","KF 45"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HM852437","UNIQUE","IN TREE","Free-living","Radiococcus polycoccus","","SAG 217-1c"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HM852438","Group 449","REDUNDANT","Free-living","Pseudomuriella aurantiaca","","CCAP 249/1"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ026496","UNIQUE","IN TREE","Free-living","Ulva reticulata",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"HQ174304","Group 096","IN TREE","Free-living","Prasiola stipitata",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"HQ174305","UNIQUE","IN TREE","Free-living","Prasiola novaezelandiae",""," "," ","Heesch","Phycologia 51 (2), 217-227 (2012)"," ","rbcL","131021"
"HQ174306","Group 312","IN TREE","Free-living","Prasiola novaezelandiae",""," "," ","Heesch","Phycologia 51 (2), 217-227 (2012)"," ","rbcL","131021"
"HQ174307","UNIQUE","IN TREE","Free-living","Prasiola crispa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"HQ174308","Group 096","REDUNDANT","Free-living","Prasiola stipitata",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"HQ174309","Group 640","REDUNDANT","Free-living","Prasiola sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"HQ201400","Group 312","REDUNDANT","Free-living","Prasiola novaezelandiae",""," "," ","Heesch","Phycologia 51 (2), 217-227 (2012)"," ","rbcL","131021"
"HQ201401","Group 096","REDUNDANT","Free-living","Prasiola stipitata",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"HQ246333","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA1-1"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246334","Group 203","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA1-8"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246335","Group 075","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA1-10"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246336","Group 203","REDUNDANT","Free-living","Chlorosarcinopsis sp.","","ZA2-1"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246337","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA3-2"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246338","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA3-3"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246339","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis sp.","","ZA6-1"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246340","Group 075","REDUNDANT","Free-living","Chlorosarcinopsis sp.","","ZA6-2"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)","","rbcL","131021"
"HQ246341","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis sp.","","BCP-EM1VF1"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246342","Group 056","REDUNDANT","Free-living","Chlorosarcinopsis eremi","","UTEX1186"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246343","Group 427","REDUNDANT","Free-living","Chlorosarcinopsis eremi","","BCP-SEV3VF14"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246344","Group 427","IN TREE","Free-living","Chlorosarcinopsis eremi","","BCP-SEV2VF1"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246345","UNIQUE","IN TREE","Free-living","Chlorosarcinopsis eremi","","BCP-JT1VF20"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246346","Group 056","REDUNDANT","Free-living","Chlorosarcinopsis eremi","","BCP-FI5LVF16"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246347","Group 056","REDUNDANT","Free-living","Chlorosarcinopsis eremi","","BCP-JO1VF2"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246348","Group 056","REDUNDANT","Free-living","Chlorosarcinopsis eremi","","BCP-JT1VF8"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246349","Group 056","IN TREE","Free-living","Chlorosarcinopsis eremi","","BCP-JT1VF80"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246350","UNIQUE","IN TREE","Free-living","Scenedesmus rotundus","","BCP-SEV3VF49"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246351","UNIQUE","IN TREE","Free-living","Scenedesmus rotundus","","BCP-SEV3VF4"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246352","UNIQUE","IN TREE","Free-living","Acutodesmus bajacalifornicus","","BCP-LG2VF16"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246353","UNIQUE","IN TREE","Free-living","Acutodesmus bajacalifornicus","","BCP-MX15VF11"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246354","UNIQUE","IN TREE","Free-living","Acutodesmus bajacalifornicus","","ZA1-2"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246355","Group 831","IN TREE","Free-living","Acutodesmus bajacalifornicus","","ZA1-4"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246356","UNIQUE","IN TREE","Free-living","Acutodesmus bajacalifornicus","","ZA1-5"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246357","Group 831","REDUNDANT","Free-living","Acutodesmus bajacalifornicus","","ZA1-7"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246358","Group 245","REDUNDANT","Free-living","Acutodesmus deserticola","","BCP-EM2VF30"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246359","Group 245","REDUNDANT","Free-living","Acutodesmus deserticola","","BCP-EM2VF3"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246360","UNIQUE","IN TREE","Free-living","Acutodesmus deserticola","","BCP-SN1-2"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246361","Group 245","IN TREE","Free-living","Acutodesmus deserticola","","BCP-YPG-Char"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246362","UNIQUE","IN TREE","Free-living","Bracteacoccus cohaerens","","CAUP-H3802"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246364","UNIQUE","IN TREE","Free-living","Bracteacoccus pseudominor","","BCP-WJT71VFNP15"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246365","UNIQUE","IN TREE","Free-living","Bracteacoccus pseudominor","","SAG 2272"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ246366","UNIQUE","IN TREE","Free-living","Bracteacoccus giganteus","","ATA1-4CV4"," ","Hall","Cryptogam., Algol. 31 (4), 529-555 (2010)"," ","rbcL","131021"
"HQ292736","UNIQUE","IN TREE","Free-living","Pseudomuriella engadinensis","","ATA4-KH47C"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292737","UNIQUE","IN TREE","Free-living","Pseudomuriella schumacherensis","","SAG 2137"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292738","UNIQUE","IN TREE","Free-living","Pseudomuriella schumacherensis","","BCP-ZNP1-VF6"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292740","Group 449","IN TREE","Free-living","Pseudomuriella aurantiaca","","KF43"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292741","UNIQUE","IN TREE","Free-living","Pseudomuriella schumacherensis","","KF79"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292742","UNIQUE","IN TREE","Free-living","Pseudomuriella engadinensis","","KF17"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ292743","UNIQUE","IN TREE","Free-living","Pseudomuriella schumacherensis","","BCP-SRS2-VF1"," ","Fucikova","Unpublished"," ","rbcL","131021"
"HQ335210","UNIQUE","IN TREE","Free-living","Desmodesmus sp.",""," "," ","Zhang","Unpublished"," ","rbcL","131021"
"HQ335211","UNIQUE","IN TREE","Free-living","Desmodesmus sp.",""," "," ","Zhang","Unpublished"," ","rbcL","131021"
"HQ335212","UNIQUE","IN TREE","Free-living","Desmodesmus sp.",""," "," ","Zhang","Unpublished"," ","rbcL","131021"
"HQ914635","UNIQUE","IN TREE","Free-living","Chlorella variabilis",""," "," ","Smith","Unpublished"," ","rbcL","131021"
"J01399","Group 098","REDUNDANT","Free-living","Chlamydomonas reinhardtii",""," "," ","Dron","J. Mol. Biol. 162 (4), 775-793 (1982)","6302265","rbcL","131021"
"JF439459","UNIQUE","IN TREE","Free-living","Chlamydomonas raudensis",""," "," ","Morgan-Kiss","Unpublished"," ","rbcL","131021"
"JF521593","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","MX164"," ","Hollants","PLoS ONE 6 (10), E26458 (2011)","22028882","rbcL","131021"
"JF717385","Group 367","IN TREE","Free-living","Bracteacoccus sp.","","BCP-EM3VF25"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717386","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","ATA2-1KO1"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717387","Group 475","REDUNDANT","Free-living","Bracteacoccus minor var. desertorum","","SAG 61.80"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717389","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","CCALA 222"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717391","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","TOT 27"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717392","Group 475","IN TREE","Free-living","Bracteacoccus minor","","BCP-ZNP1VF22"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717393","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","KF 35"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717394","Group 475","REDUNDANT","Free-living","Bracteacoccus minor","","KF 36"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717395","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","KF 5"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717396","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","KF 15"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JF717397","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","KF 16"," ","Fucikova","Unpublished"," ","rbcL","131021"
"JN102134","UNIQUE","IN TREE","Free-living","Jaoa prasina",""," "," ","Zhu","Submitted (09-JUN-2011) Algal Taxonomy and Resource Conservation, Hydrobiology Institute of SAC, No. 7 of Dong Lake South Road, Wuhan, Hubei 430072, China"," ","rbcL","131021"
"JN573803","UNIQUE","IN TREE","Hydropunctaria maura","Dilabifilum sp. ","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573804","UNIQUE","IN TREE","Hydropunctaria maura","Dilabifilum sp. ","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573805","UNIQUE","IN TREE","Verrucaria sublobulata","Elliptochloris bilobata","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573806","UNIQUE","IN TREE","Bagliettoa cazzae","Asterochloris sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573807","UNIQUE","IN TREE","Heteroplacidium contumescens","Asterochloris sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573808","Group 089","REDUNDANT","Placidium arboreum","Myrmecia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573809","Group 089","IN TREE","Placidium lachneum","Myrmecia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573810","UNIQUE","IN TREE","Placidium squamulosum","Myrmecia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573811","UNIQUE","IN TREE","Placidium umbrinum","Myrmecia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573812","UNIQUE","IN TREE","Heteroplacidium imbricatum","Myrmecia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573813","Group 607","REDUNDANT","Heteroplacidium contumescens","Myrmecia sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573814","Group 011","IN TREE","Catapyrenium daedaleum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573815","Group 011","REDUNDANT","Verrucaria nigrescens","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573816","Group 011","REDUNDANT","Catapyrenium cinereum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573817","Group 011","REDUNDANT","Verrucaria praetermissa","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573818","UNIQUE","IN TREE","Endocarpon diffractellum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573819","UNIQUE","IN TREE","Neocatapyrenium rhizinosum","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573820","UNIQUE","IN TREE","Placidiopsis cartilaginea","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573821","Group 011","REDUNDANT","Placopyrenium bucekii","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573822","UNIQUE","IN TREE","Staurothele areolata","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573823","Group 011","REDUNDANT","Staurothele fissa","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573824","UNIQUE","IN TREE","Staurothele frustulenta","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573825","Group 106","REDUNDANT","Verrucaria hochstetteri","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573826","Group 106","IN TREE","Polyblastia cupularis","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573827","UNIQUE","IN TREE","Verrucaria rupestris","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573828","UNIQUE","IN TREE","Hydropunctaria maura associated","Trebouxia sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573829","Group 011","REDUNDANT","Dermatocarpon miniatum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573830","UNIQUE","IN TREE","Bagliettoa parmigera","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573831","UNIQUE","IN TREE","Dermatocarpon luridum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573832","UNIQUE","IN TREE","Endocarpon adscendens","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573833","UNIQUE","IN TREE","Endocarpon pusillum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573834","UNIQUE","IN TREE","Polyblastia viridescens","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573835","UNIQUE","IN TREE","Staurothele drummondii","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573837","Group 640","REDUNDANT","Mastodia tessellata associated","Prasiola sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573838","Group 640","IN TREE","Mastodia tessellata associated","Prasiola sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573839","Group 605","REDUNDANT","Bagliettoa marmorea","Trebouxia sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573840","Group 605","IN TREE","Bagliettoa marmorea","Trebouxia sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573842","UNIQUE","IN TREE","Dermatocarpon luridum","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573843","UNIQUE","IN TREE","Flakea papillata","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN573845","UNIQUE","IN TREE","Endocarpon pallidulum","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573846","Group 011","REDUNDANT","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573847","UNIQUE","IN TREE","Agonimia tristicula","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573848","UNIQUE","IN TREE","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573849","Group 119","IN TREE","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573850","Group 011","REDUNDANT","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573851","UNIQUE","IN TREE","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573852","UNIQUE","IN TREE","Flakea papillata","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573853","UNIQUE","IN TREE","Agonimia koreana","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573854","Group 011","REDUNDANT","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573855","UNIQUE","IN TREE","Normandina pulchella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573856","UNIQUE","IN TREE","Normandina acroglypta","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573857","Group 011","REDUNDANT","Normandina acroglypta","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573858","UNIQUE","IN TREE","Normandina acroglypta","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573859","UNIQUE","IN TREE","Agonimia opuntiella","Diplosphaera sp.","",""," ","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)"," ","rbcL","131021"
"JN573860","UNIQUE","IN TREE","Agonimia repleta","Diplosphaera sp.","","","","Thues","Eur. J. Phycol. 46 (4), 399-415 (2011)","","rbcL","131021"
"JN592595","UNIQUE","IN TREE","Free-living","Pedinomonas tuberculata","","UTEX LB 1539"," ","Fawley","Unpublished"," ","rbcL","131021"
"JN592597","UNIQUE","IN TREE","Free-living","Pedinomonas sp.","","NIES-363"," ","Fawley","Unpublished"," ","rbcL","131021"
"JN880462","UNIQUE","IN TREE","Free-living","Protosiphon botryoides",""," "," ","Lewis","Unpublished"," ","rbcL","131021"
